id_number,year_release,game_name
477,2015,Animal Crossing: Happy Home Designer
472,2014,Middle-Earth: Shadow of Mordor
469,2012,NBA 2K13
468,2015,Gears of War: Ultimate Edition
458,2012,Mass Effect 3
455,2013,The Legend of Zelda: A Link Between Worlds
440,2014,Halo: The Master Chief Collection
430,2015,Super Mario Maker
420,2014,Yokai Watch 2 Ganso/Honke
419,2015,Madden NFL 16
415,2015,Monster Hunter X
410,2015,Assassin's Creed Syndicate
406,2012,Mario Party 9
396,2015,Metal Gear Solid V: The Phantom Pain
384,2013,Monster Hunter 4
383,2012,Far Cry 3
345,2013,Gran Turismo 6
337,2013,Battlefield 4
332,2015,The Witcher 3: Wild Hunt
328,2013,Just Dance 2014
323,2015,Batman: Arkham Knight
315,2015,NBA 2K16
309,2014,Monster Hunter 4 Ultimate
308,2013,Assassin's Creed IV: Black Flag
305,2014,Assassin's Creed: Unity
298,2014,Minecraft
296,2014,Far Cry 4
281,2014,Watch Dogs
262,2013,Super Mario 3D World
261,2015,Halo 5: Guardians
247,2012,Nintendo Land
244,2015,Uncharted: The Nathan Drake Collection
236,2015,Splatoon
235,2013,Luigi's Mansion: Dark Moon
189,2013,Tomodachi Life
184,2012,New Super Mario Bros. U
155,2014,Destiny
147,2013,The Last of Us
129,2012,Assassin's Creed III
125,2014,FIFA 15
113,2013,FIFA 14
112,2012,Just Dance 4
110,2015,Fallout 4
109,2014,Mario Kart 8
98,2014,Super Smash Bros. for Wii U and 3DS
94,2014,Call of Duty: Advanced Warfare
93,2015,Star Wars Battlefront (2015)
83,2012,FIFA Soccer 13
82,2012,Pokemon Black 2/Pokemon White 2
78,2015,FIFA 16
74,2012,Animal Crossing: New Leaf
66,2012,Halo 4
65,2012,New Super Mario Bros. 2
62,2013,Call of Duty: Ghosts
50,2014,Pokemon Omega Ruby/Pokemon Alpha Sapphire
35,2012,Call of Duty: Black Ops II
34,2015,Call of Duty: Black Ops 3
33,2013,Pokemon X/Pokemon Y
